,tweet,views['count'],bookmark_count,favorite_count,quote_count,reply_count,retweet_count,label,preprocessed_tweet,lemmatized_tweet
27,"سندھ حکومت نے 43 ہزار ایکڑ سے زائد اراضی پاک فوج کو دینے فیصلہ کیا پاک فوج جوائنٹ وینچر کے تحت فش فارمنگ سمیت مختلف منصوبے شروع کرے گی اس مقصد کیلئے خیرپور کی 28 ہزار،گھوڑا بار,کیٹی بندر کی 11 ہزار،جاتی ,شاہ بندر کی 3400,بدین کی 1000 ایکڑ سے زائد زمین خالی ظاہر کی گئی ہے.زرائع",2643,3,32,4,7,16,0,"['سندھ', 'حکومت', '43', 'ہزار', 'ایکڑ', 'زائد', 'اراضی', 'پاک', 'فوج', 'فیصلہ', 'پاک', 'فوج', 'جوائنٹ', 'وینچر', 'فش', 'فارمنگ', 'سمیت', 'مختلف', 'منصوبے', 'شروع', 'مقصد', 'کیلئے', 'خیرپور', '28', 'ہزار', 'گھوڑا', 'کیٹی', 'بندر', '11', 'ہزار', 'شاہ', 'بندر', '3400', 'بدین', '1000', 'ایکڑ', 'زائد', 'زمین', 'ظاہر', 'زرائع']",سندھ حکومت 43 ہزار ایکڑ زائد اراضی پاک فوج فیصلہ پاک فوج جوائنٹ وینچر فش فارمنگ سمیت مختلف منصوبہ شروع مقصد کیلئے خیرپور 28 ہزار گھوڑا کیٹی بندر 11 ہزار شاہ بندر 3400 بدین 1000 ایکڑ زائد زمین ظاہر زرائع
28,رحیم یار خان وائلڈ لائف پارک میں مردہ جانوروں اور پرندوں کی ویڈیو سوشل میڈیا پر وائرل ۔ سوشل میڈیا پر ویڈیو اپلوڈ کرنے والے شخص نے اعلی حکام سے مطالبہ کیا کہ وائلڈ لائف پارک میں جانوروں یا پرندوں کے لیے خاطر خواه انتظام موجود نہیں۔ https://t.co/M0thQAlhsk,786,0,44,0,3,28,0,"['رحیم', 'یار', 'خان', 'وائلڈ', 'لائف', 'پارک', 'مردہ', 'جانوروں', 'پرندوں', 'ویڈیو', 'سوشل', 'میڈیا', 'وائرل', 'سوشل', 'میڈیا', 'ویڈیو', 'اپلوڈ', 'شخص', 'اعلی', 'حکام', 'مطالبہ', 'وائلڈ', 'لائف', 'پارک', 'جانوروں', 'پرندوں', 'خاطر', 'خواہ', 'انتظام', 'موجود']",رحیم یار خان وائلڈ لائف پارک مردہ جانور پرندہ ویڈیو سوشل میڈیا وائرل سوشل میڈیا ویڈیو اپلوڈ شخص اعلی حکام مطالبہ وائلڈ لائف پارک جانور پرندہ خاطر خواہ انتظام موجود
29,"We want Military free institution #SaveLakkiMarwatColleges
#SayNoToSecuritization https://t.co/2LmJ9hOtbu",171,0,10,0,3,5,0,"['فوجی', 'فری', 'ادارہ', 'Savelakkimarwatcolleges', 'saynotosecuritization']",فوجی فری ادارہ Savela k kimar watcolleges saynotosec uritization
30,پنجاب پولیس کو اتنی بے رحمی سے کون لوگ مار رہے ہیں ؟ https://t.co/Tp2knHQDmw,68961,4,304,21,124,120,0,"['پنجاب', 'پولیس', 'اتنی', 'رحمی', 'مار']",پنجاب پولیس اتنی رحمی مار
31,پنجاب پولیس کو اتنی بے رحمی سے کون لوگ مار رہے ہیں ؟ https://t.co/Tp2knHQDmw,68961,4,304,21,124,120,0,"['پنجاب', 'پولیس', 'اتنی', 'رحمی', 'مار']",پنجاب پولیس اتنی رحمی مار
32,"اسمبلی کے باہر احتجاج کرتی پرامن خواتین کو پولیس مرد اہلکاروں نے تھپڑ اور لاتیں مار کر گرفتار کر کے پولیس کی گاڑیوں میں دھکیل دیا۔

https://t.co/5002aowXOV",260715,112,18027,329,601,13227,1,"['اسمبلی', 'احتجاج', 'پرامن', 'خواتین', 'پولیس', 'مرد', 'اہلکاروں', 'تھپڑ', 'لاتیں', 'مار', 'گرفتار', 'پولیس', 'گاڑیوں', 'دھکیل']",اسمبلی احتجاج پرامن خاتون پولیس مرد اہلکار تھپڑ لات مار گرفتار پولیس گاڑی دھکیل
34,جیو نیوز نے جہانگیر ترین صاحب کے خلاف شوگر سکینڈل پر کیے گئے 302 پروگرامز یوٹیوب سے ڈیلیٹ کر دیے ہیں؟؟🤔,399450,36,26516,204,592,9925,1,"['جیو', 'نیوز', 'جہانگیر', 'ترین', 'صاحب', 'خلاف', 'شوگر', 'سکینڈل', '302', 'پروگرامز', 'یوٹیوب', 'ڈیلیٹ']",جی نیوز جہانگیر ترین صاحب خلاف شوگر سکینڈل 302 پروگرامز یوٹیوب ڈیلیٹ
35,جیو نیوز نے جہانگیر ترین صاحب کے خلاف شوگر سکینڈل پر کیے گئے 302 پروگرامز یوٹیوب سے ڈیلیٹ کر دیے ہیں؟؟🤔,399450,36,26512,204,592,9924,1,"['جیو', 'نیوز', 'جہانگیر', 'ترین', 'صاحب', 'خلاف', 'شوگر', 'سکینڈل', '302', 'پروگرامز', 'یوٹیوب', 'ڈیلیٹ']",جی نیوز جہانگیر ترین صاحب خلاف شوگر سکینڈل 302 پروگرامز یوٹیوب ڈیلیٹ
36,"بریکنگ نیوز،
الیکشن کمیشن نے سیاسی جماعتوں کی جاری لسٹ سے تحریک انصاف کو نکال دیا،
الیکشن کمیشن کو اتنی جلدی ہے کہ پی ٹی آئی بین ہونے سے پہلے ہی پی ٹی آئی کو اگلے الیکشن لڑنے والی جماعتوں کی فہرست سے نکال دیا",943667,68,23288,292,1185,8943,1,"['بریکنگ', 'نیوز', 'الیکشن', 'کمیشن', 'سیاسی', 'جماعتوں', 'جاری', 'لسٹ', 'تحریک', 'انصاف', 'نکال', 'الیکشن', 'کمیشن', 'اتنی', 'جلدی', 'پی', 'ٹی', 'بین', 'پہلے', 'پی', 'ٹی', 'اگلے', 'الیکشن', 'لڑنے', 'جماعتوں', 'فہرست', 'نکال']",بریکنگ نیوز الیکشن کمیشن سیاسی جماعت جاری لسٹ تحریک انصاف نکال الیکشن کمیشن اتنی جلدی پی ٹی بین پہلے پی ٹی اگلا الیکشن لڑ جماعت فہرست نکال
37,"بریکنگ نیوز،
الیکشن کمیشن نے سیاسی جماعتوں کی جاری لسٹ سے تحریک انصاف کو نکال دیا،
الیکشن کمیشن کو اتنی جلدی ہے کہ پی ٹی آئی بین ہونے سے پہلے ہی پی ٹی آئی کو اگلے الیکشن لڑنے والی جماعتوں کی فہرست سے نکال دیا",943667,68,23288,292,1185,8943,1,"['بریکنگ', 'نیوز', 'الیکشن', 'کمیشن', 'سیاسی', 'جماعتوں', 'جاری', 'لسٹ', 'تحریک', 'انصاف', 'نکال', 'الیکشن', 'کمیشن', 'اتنی', 'جلدی', 'پی', 'ٹی', 'بین', 'پہلے', 'پی', 'ٹی', 'اگلے', 'الیکشن', 'لڑنے', 'جماعتوں', 'فہرست', 'نکال']",بریکنگ نیوز الیکشن کمیشن سیاسی جماعت جاری لسٹ تحریک انصاف نکال الیکشن کمیشن اتنی جلدی پی ٹی بین پہلے پی ٹی اگلا الیکشن لڑ جماعت فہرست نکال
38,Another Cypher leaked. https://t.co/6M4PSs7aHe,65353,12,699,22,72,311,1,"['سائپر', 'لیک', 'ہوگیا']",سائپر لیک ہو
39,"توہین پارلیمنٹ سے متعلق قانون سازی 
بل کل قومی اسمبلی میں پیش کیا جائے گا. پارلیمنٹ کی توہین پر 6 ماہ قید اور 10  لاکھ جرمانہ تجویز...

اس سے زیادہ مضحکہ خیز کوئی چیز ہوسکتی ہے ؟؟ 
یہ عوامی نمائندوں پر تنقید کو پارلیمنٹ کی توہین بنانے جارہے ہیں جیسے باجوہ کو کچھ کہو تو ادارے کی… https://t.co/WhBPMHl0VQ",170297,7,5030,67,191,2010,1,"['توہین', 'پارلیمنٹ', 'متعلق', 'قانون', 'سازی', 'بل', 'کل', 'قومی', 'اسمبلی', 'پیش', 'پارلیمنٹ', 'توہین', '6', 'ماہ', 'قید', '10', 'لاکھ', 'جرمانہ', 'تجویز', 'زیادہ', 'مضحکہ', 'خیز', 'چیز', 'ہوسکتی', 'عوامی', 'نمائندوں', 'تنقید', 'پارلیمنٹ', 'توہین', 'بنانے', 'جارہے', 'باجوہ', 'کہو', 'ادارے']",توہین پارلیمنٹ متعلق قانون سازی بل کل قومی اسمبلی پیش پارلیمنٹ توہین 6 ماہ قید 10 لاکھ جرمانہ تجویز زیادہ مضحکہ خیز چیز ہوسکتی عوامی نمائندہ تنقید پارلیمنٹ توہین بنا جارہے باجوہ کہہ ادارہ
40,"#کرپٹ_بزدار
The title of innocence but the king of corruption. Usman Buzdar, who built a hall on his private land with government money at a cost of 2 crore 44 lakhs. No land acquisition was done for the construction of the hall. https://t.co/H3eQP7GPeC",136,0,2,0,1,9,1,"['ari', 'پٹ_badar', 'گناہی', 'لقب', 'بدعنوانی', 'بادشاہ', 'عثمان', 'بوزدر', '2', 'کروڑ', '44', 'لاکھ', 'لاگت', 'سرکاری', 'رقم', 'نجی', 'اراضی', 'ہال', 'تعمیر', 'ہال', 'تعمیر', 'زمین', 'حصول']",ari پٹ_badar گناہی لقب بدعنوانی بادشاہ عثمان بوزدر 2 کروڑ 44 لاکھ لاگت سرکاری رقم نجی اراضی ہال تعمیر ہال تعمیر زمین حصول
41,"شرم کرو بیغیرتی سے باز آ جاؤ @ECP_Pakistan اب تحریک انصاف کا نام ہی پارٹی فہرست سے نکال کر کسی لیبر قومی مومنٹ کا چیئرمین بنا دیا ہے خان صاحب کو

لعنت ہے تم پر اشاروں پر ناچنے والے بندروں https://t.co/WHy5nxTn0B",35605,1,610,9,27,233,1,"['شرم', 'بیغیرتی', 'باز', 'ECP_Pakistan', 'اب', 'تحریک', 'انصاف', 'نام', 'پارٹی', 'فہرست', 'نکال', 'لیبر', 'قومی', 'مومنٹ', 'چیئرمین', 'خان', 'صاحب', 'لعنت', 'اشاروں', 'ناچنے', 'بندروں']",شرم بیغیرتی باز ECP_Pakistan اب تحریک انصاف نام پارٹی فہرست نکال لیبر قومی مومنٹ چیئرمین خان صاحب لعنت اشارہ ناچنے بندر
42,"شرم کرو بیغیرتی سے باز آ جاؤ @ECP_Pakistan اب تحریک انصاف کا نام ہی پارٹی فہرست سے نکال کر کسی لیبر قومی مومنٹ کا چیئرمین بنا دیا ہے خان صاحب کو

لعنت ہے تم پر اشاروں پر ناچنے والے بندروں https://t.co/WHy5nxTn0B",35605,1,610,9,27,233,1,"['شرم', 'بیغیرتی', 'باز', 'ECP_Pakistan', 'اب', 'تحریک', 'انصاف', 'نام', 'پارٹی', 'فہرست', 'نکال', 'لیبر', 'قومی', 'مومنٹ', 'چیئرمین', 'خان', 'صاحب', 'لعنت', 'اشاروں', 'ناچنے', 'بندروں']",شرم بیغیرتی باز ECP_Pakistan اب تحریک انصاف نام پارٹی فہرست نکال لیبر قومی مومنٹ چیئرمین خان صاحب لعنت اشارہ ناچنے بندر
43,"گوجرانوالہ تھانہ اروپ میں SHO اروپ عدنان اعجاز کیخلاف مقدمہ درج, SHOخود 234 موٹر سائیکل، 5 رکشہ، 3 کاریں، 1 ٹرک، 20 بجلی کی تاروں کا چور نکلا
""ہمارے راہبر ہی راہزن نکلے"" https://t.co/tpCgqJk71a",9123,1,217,9,35,146,0,"['گوجرانوالہ', 'تھانہ', 'اروپ', 'SHO', 'اروپ', 'عدنان', 'اعجاز', 'کیخلاف', 'مقدمہ', 'درج', 'SHO', '234', 'موٹر', 'سائیکل', '5', 'رکشہ', '3', 'کاریں', '1', 'ٹرک', '20', 'بجلی', 'تاروں', 'چور', 'نکلا', 'راہبر', 'راہزن', 'نکلے']",گوجرانوالہ تھانہ اروپ SHO اروپ عدنان اعجاز کیخلاف مقدمہ درج SHO 234 موٹر سائیکل 5 رکشہ 3 کار 1 ٹرک 20 بجلی تار چور نکلا راہبر راہزن نکل
44,باجی کو کوئی بتائے کہ ان کے پلیٹلیٹس کوٹ لکھپت جیل میں کم ہوئے تھے۔  نیب کی کسٹڈی میں نہیں تھے وہ تب۔ وہ جیل میں تھے اور کھانا گھر سے آتا تھا۔  اور جیل میں سے کچھ بھی نہیں کھاتے تھے۔   https://t.co/Dd8PMh0Css,196901,10,12490,138,530,5239,1,"['باجی', 'بتائے', 'پلیٹلیٹس', 'کوٹ', 'لکھپت', 'جیل', 'نیب', 'کسٹڈی', 'جیل', 'کھانا', 'گھر', 'جیل', 'کھاتے']",باجی بتا پلیٹلیٹس کوٹ لکھپت جیل نیب کسٹڈی جیل کھانا گھر جیل کھاتا
45,"الیکشن کمیشن نے آئندہ الیکشن میں غیر ملکی مبصرین کو الیکشن کی مانیٹر نگ کی اجازت دینے سے انکار کر دیا ہے

اگر الیکشن شفاف طریقے سے کروانے کا  دعویٰ ہے تو پھر الیکشن مانیٹر نگ کی اجازت سے انکار کیوں؟",73001,6,4988,15,70,2080,1,"['الیکشن', 'کمیشن', 'آئندہ', 'الیکشن', 'غیر', 'ملکی', 'مبصرین', 'الیکشن', 'مانیٹر', 'نگ', 'اجازت', 'انکار', 'الیکشن', 'شفاف', 'طریقے', 'کروانے', 'دعوی', 'الیکشن', 'مانیٹر', 'نگ', 'اجازت', 'انکار']",الیکشن کمیشن آئندہ الیکشن غیر ملکی مبصر الیکشن مانیٹر نگ اجازت انکار الیکشن شفاف طریقہ کروا دعوی الیکشن مانیٹر نگ اجازت انکار
46,"This man stole powder milk for his kid while PDM government is busy arranging a free flight for parliamentarians to go on Hajj.  Everyone misses Imran Khan a little more every day, people who used to make fun of ""panah gaas"" and ""koi bhoka na soye"" r silent now,bloody hypocrites.",48437,13,902,8,12,318,1,"['شخص', 'بچے', 'پاؤڈر', 'دودھ', 'چرا', 'PDM', 'حکومت', 'پارلیمنٹیرین', 'حج', 'مفت', 'پرواز', 'بندوبست', 'مصروف', 'روز', 'روز', 'عمران', 'خان', 'تھوڑا', 'زیادہ', 'یاد', 'پانہ', 'گاس', 'بھوکا', 'سوئے', 'مذاق', 'اڑاتے', 'اب', 'خونی', 'منافق']",شخص بچہ پاؤڈر دودھ چرا PDM حکومت پارلیمنٹیرین حج مفت پرواز بندوبست مصروف روز روز عمران خان تھوڑا زیادہ یاد پانہ گاس بھوکا سوئے مذاق اڑا اب خونی منافق
47,"This man stole powder milk for his kid while PDM government is busy arranging a free flight for parliamentarians to go on Hajj.  Everyone misses Imran Khan a little more every day, people who used to make fun of ""panah gaas"" and ""koi bhoka na soye"" r silent now,bloody hypocrites.",48437,13,902,8,12,318,1,"['شخص', 'بچے', 'پاؤڈر', 'دودھ', 'چرا', 'PDM', 'حکومت', 'پارلیمنٹیرین', 'حج', 'مفت', 'پرواز', 'بندوبست', 'مصروف', 'روز', 'روز', 'عمران', 'خان', 'تھوڑا', 'زیادہ', 'یاد', 'پانہ', 'گاس', 'بھوکا', 'سوئے', 'مذاق', 'اڑاتے', 'اب', 'خونی', 'منافق']",شخص بچہ پاؤڈر دودھ چرا PDM حکومت پارلیمنٹیرین حج مفت پرواز بندوبست مصروف روز روز عمران خان تھوڑا زیادہ یاد پانہ گاس بھوکا سوئے مذاق اڑا اب خونی منافق
50,پنجاب میں چالان کا ٹارگٹ پورا کرنے کی روش ختم۔نگران وزیراعلیٰ پنجاب نے محسن نقوی نے لاہورسمیت پنجاب بھر میں ٹریفک چالان کرنے کا ڈیلی کوٹہ ختم کردیا۔،ٹریفک وارڈنز کی کارکردگی ڈیلی چالان سے مشروط نہیں ہوگی,25979,1,401,3,17,63,0,"['پنجاب', 'چالان', 'ٹارگٹ', 'پورا', 'روش', 'ختم', 'نگران', 'وزیراعلی', 'پنجاب', 'محسن', 'نقوی', 'لاہورسمیت', 'پنجاب', 'ٹریفک', 'چالان', 'ڈیلی', 'کوٹہ', 'ختم', 'کردیا', 'ٹریفک', 'وارڈنز', 'کارکردگی', 'ڈیلی', 'چالان', 'مشروط', 'ہوگی']",پنجاب چالان ٹارگٹ پورا روش ختم نگران وزیراعلی پنجاب محسن نقوی لاہورسمیت پنجاب ٹریفک چالان ڈیلی کوٹہ ختم کردیا ٹریفک وارڈنز کارکردگی ڈیلی چالان مشروط ہو
51,ہنر مند سائبر سیل والوں نے بھارتی شادی میں شریک خاتون کو فوٹو شاپ کر کے نوسر باز کے ساتھ بٹھا دیا اور آفیشل پیج سے اہتمام سے تصویر شئیر بھی کر دی https://t.co/BwkbcdZWPt,102272,10,1770,19,131,517,1,"['ہنر', 'مند', 'سائبر', 'سیل', 'بھارتی', 'شادی', 'شریک', 'خاتون', 'فوٹو', 'شاپ', 'نوسر', 'باز', 'بٹھا', 'آفیشل', 'پیج', 'اہتمام', 'تصویر', 'شئیر']",ہنر مند سائبر سیل بھارتی شادی شریک خاتون فوٹو شاپ نوسر باز بٹھا آفیشل پیج اہتمام تصویر شئیر
53,"اویس قریشی وہ ڈاکٹر ہے جس نے ضلے شاہ کی رپورٹ بغیر دباو لیے درست بنائی،
خیر انکا تبادلہ تو کر دیا گیا لیکن ایسے ڈاکٹرز ہیرے ہیں،نایاب ہیرے۔
لال سلام تو بنتا ہے۔",68145,2,9972,37,78,3826,1,"['اویس', 'قریشی', 'ڈاکٹر', 'ضلے', 'شاہ', 'رپورٹ', 'دباو', 'درست', 'بنائی', 'خیر', 'انکا', 'تبادلہ', 'ڈاکٹرز', 'ہیرے', 'نایاب', 'ہیرے', 'لال', 'سلام', 'بنتا']",اویس قریشی ڈاکٹر ضلے شاہ رپورٹ دباو درست بنا خیر انکا تبادلہ ڈاکٹرز ہیرا نایاب ہیرا لال سلام بن
54,لوگوں کا خوف ختم کروا رہے یہ https://t.co/1DaCodno5t,207373,14,10432,105,228,3196,1,"['خوف', 'ختم', 'کروا']",خوف ختم کروا
55,"صرف اس لیے کہ طالبعلم نمل یونیورسٹی میں پڑھتے ہیں ان کا ہاسٹل سیل کر دیا گیا ہے ۔۔
کوئی جو انسانیت رھ گئی ہو باقی ؟ ورنہ اب ان لوگوں سے حکومت کی کیا دشمنی ہے ؟ https://t.co/peHN6YdBRt",121139,13,7709,39,132,3810,1,"['طالبعلم', 'نمل', 'یونیورسٹی', 'پڑھتے', 'ہاسٹل', 'سیل', 'انسانیت', 'رھ', 'باقی', 'ورنہ', 'اب', 'حکومت', 'دشمنی']",طالبعلم نمل یونیورسٹی پرھ ہاسٹل سیل انسانیت رھ باقی ورنہ اب حکومت دشمنی
56,"عمران خان کی بہن ڈاکٹر عظمیٰ پر 6 ارب کے فراڈ کا مقدمہ درج. عظمیٰ خان اور اسکے شوہر احد مجید نے اربوں روپے کی  لیہ میں 5261 کنال زمین صرف 13 کروڑ دے کر دھوکہ دہی سے اپنے نام کروالی.
رقبہ تب خریدا گیا جب ایشین ڈویلپمنٹ بینک نے گریٹر تھل کنال کے ذریعے بنجر زمینوں کو سیراب کرنا تھا۔",2984,0,219,0,6,97,1,"['عمران', 'خان', 'بہن', 'ڈاکٹر', 'عظمی', '6', 'ارب', 'فراڈ', 'مقدمہ', 'درج', 'عظمی', 'خان', 'اسکے', 'شوہر', 'احد', 'مجید', 'اربوں', 'روپے', 'لیہ', '5261', 'کنال', 'زمین', '13', 'کروڑ', 'دھوکہ', 'دہی', 'نام', 'کروالی', 'رقبہ', 'خریدا', 'ایشین', 'ڈویلپمنٹ', 'بینک', 'گریٹر', 'تھل', 'کنال', 'بنجر', 'زمینوں', 'سیراب']",عمران خان بہن ڈاکٹر عظمی 6 ارب فراڈ مقدمہ درج عظمی خان اسکا شوہر احد مجید ور روپہ لیہ 5261 کنال زمین 13 کروڑ دھوکہ دہی نام کروالی رقبہ خرید ایشین ڈویلپمنٹ بینک گریٹر تھل کنال بنجر زمینوں سیراب
57,"جس نے بھی پاسپورٹ بنوانا ہے 5 دن کے اندر بنوا لیں۔
5 دن کے بعد فیس 3300 سے بڑھ کر 9900 ہو جائے گی اور 7000 والے پاسپورٹ کی فیس 21 ہزار ہو جائے گی۔
ان نئی فیسوں کا اطلاق 1 تاریخ سے ہو گا https://t.co/dHzfAhk23V",1792,1,37,2,11,6,1,"['پاسپورٹ', 'بنوانا', '5', 'دن', 'اندر', 'بنوا', '5', 'دن', 'بعد', 'فیس', '3300', 'بڑھ', '9900', '7000', 'پاسپورٹ', 'فیس', '21', 'ہزار', 'نئی', 'فیسوں', 'اطلاق', '1', 'تاریخ']",پاسپورٹ بنوانا 5 دن اندر بنوا 5 دن بعد فیس 3300 بڑھ 9900 7000 پاسپورٹ فیس 21 ہزار نئی فیسوں اطلاق 1 تاریخ
58,"After Islamabad High Court Ordered To Public Records Of All Prime Ministers And Presidents, PMLN Has Withdrawn It's Application Against Imran Khan In Tosha Khana Case.
#imrankhanPTI #PTI #Islamabadhighcourt #ToshaKhana https://t.co/Kxh479YMWx",24840,2,252,13,10,110,1,"['اسلام', 'آباد', 'ہائی', 'کورٹ', 'تمام', 'وزرائے', 'اعظم', 'صدور', 'عوامی', 'ریکارڈوں', 'حکم', 'حکم', 'بعد', 'پی', 'ایم', 'ایل', 'این', 'توشہ', 'خانا', 'کیس', 'عمران', 'خان', 'خلاف', 'درخواست', 'واپس', 'imrankhanpti', 'pti', 'islamabadhighcourt', 'toshakhana']",اسلام آباد ہائی کورٹ تمام وزرائے اعظم صدر عوامی ریکارڈ حکم حکم بعد پی ایم ایل این توشہ خانا کیس عمران خان خلاف درخواست واپس imra nkhanpti pti islamabadhighcourt tosha khana
59,"The train bogies imported from China at a cost of $149 million are not suitable for Pakistani tracks.

88 🇵🇰 officers inspected/approved these boogies in China &amp; received $100 TADA per day.

Such a BIG loss, clearly they should be fired!!! 

A private company must have done so...",286358,44,3354,112,140,1192,1,"['چین', '149', 'ملین', 'ڈالر', 'لاگت', 'درآمدی', 'ٹرین', 'بوگیز', 'پاکستانی', 'پٹریوں', 'موزوں', '88', 'افسران', 'چین', 'بوگیوں', 'معائنہ', 'منظور', 'amp', 'روزانہ', '100', 'ٹاڈا', 'موصول', 'اتنا', 'بڑا', 'نقصان', 'واضح', 'برطرف', 'جانا', 'نجی', 'کمپنی', 'ضرور', 'ہوگا']",چین 149 ملین ڈالر لاگت درآمدی ٹرین بوگیز پاکستانی پٹریو موزوں 88 افسر چین بوگی معائنہ منظور amp روزانہ 100 ٹاڈا موصول اتنا بڑا نقصان واضح برطرف جا نجی کمپنی ضرور ہو
60,"سندھ اسمبلی کے باہر احتجاج کرتی پرامن خواتین کو پولیس مرد اہلکاروں نے تھپڑ اور لاتیں مار کر گرفتار کر کے پولیس کی گاڑیوں میں دھکیل دیا۔

ابھی دھاندلی زدہ، جعلی حکومت آئی نہیں ہے تو فسطائیت ظلم و جبر کا یہ عالم ہے، کس نے ان بیشرم پولیس والوں کو شہریوں پر تشدد کرنے کا حکم دیا ہے؟… https://t.co/hklBfNj1GA",6063,3,378,11,21,281,1,"['سندھ', 'اسمبلی', 'احتجاج', 'پرامن', 'خواتین', 'پولیس', 'مرد', 'اہلکاروں', 'تھپڑ', 'لاتیں', 'مار', 'گرفتار', 'پولیس', 'گاڑیوں', 'دھکیل', 'دھاندلی', 'زدہ', 'جعلی', 'حکومت', 'فسطائیت', 'ظلم', 'و', 'جبر', 'عالم', 'بیشرم', 'پولیس', 'شہریوں', 'تشدد', 'حکم']",سندھ اسمبلی احتجاج پرامن خاتون پولیس مرد اہلکار تھپڑ لات مار گرفتار پولیس گاڑی دھکیل دھاندلی زدہ جعلی حکومت فسطائیت ظلم و جبر عالم بیشرم پولیس شہری تشدد حکم
61,"وہ کون ہے جو بھکاری نہیں ہے پر پیسے مانگتا ہے کپل شرما
جواب شہباز شریف 🤣
شرم سے ڈوب مرو پٹواریو اب تو ہمسایہ
کے لوگ بھی بول رہے ہیں https://t.co/qvkdC5pEzF",307,0,16,1,4,7,1,"['بھکاری', 'پیسے', 'مانگتا', 'کپل', 'شرما', 'جواب', 'شہباز', 'شریف', 'شرم', 'ڈوب', 'مرو', 'پٹواریو', 'اب', 'ہمسایہ', 'بول']",بھکاری پیس مانگتا کپل شرما جواب شہباز شریف شرم ڈوب مرو پٹواریو اب ہمسایہ بول
62,"پی ڈی ایم آرڈیننس پہ آرڈیننس پاس کروائے  رے۔
 گھر آجا او علوی تیرا دیس بلائے رے۔ https://t.co/Z5ogBcd1w1",177,1,0,1,0,0,1,"['پی', 'ڈی', 'ایم', 'آرڈیننس', 'پہ', 'آرڈیننس', 'پاس', 'کروائے', 'رے', 'گھر', 'آجا', 'او', 'علوی', 'تیرا', 'دیس', 'بلائے', 'رے']",پی ڈی ایم آرڈیننس پہ آرڈیننس پاس کروا رے گھر آجا او علوی تیرا دیس بلائے رے
63,"According to former PM Imran Khan, Pakistan is under ""undeclared martial law,"" and under the boot of Gen. Asir Munir. The proof = PAK authorities have arrested 10,000 of Khan’s PTI supporters in connection with the May 9 pro-Khan protests. Need I say more?https://t.co/j4oI0O8dIk",188891,8,6443,66,150,3137,0,"['سابق', 'وزیر', 'اعظم', 'عمران', 'خان', 'پاکستان', 'غیر', 'اعلانیہ', 'مارشل', 'لاء', 'جنرل', 'اسیر', 'منیر', 'بوٹ', 'پروف', 'پی', 'حکام', '9', 'مئی', 'حامی', 'حامی', 'احتجاج', 'سلسلے', 'خان', 'پی', 'ٹی', '10', '000', 'حامیوں', 'گرفتار', 'کہنے', 'ضرورت']",سابق وزیر اعظم عمران خان پاکستان غیر اعلانیہ مارشل لاء جنرل اسیر منیر بوٹ پروف پی حکام 9 مئی حامی حامی احتجاج سلسلہ خان پی ٹی 10 000 حامی گرفتار کہہ ضرورت
64,"According to former PM Imran Khan, Pakistan is under ""undeclared martial law,"" and under the boot of Gen. Asir Munir. The proof = PAK authorities have arrested 10,000 of Khan’s PTI supporters in connection with the May 9 pro-Khan protests. Need I say more?https://t.co/j4oI0O8dIk",188891,8,6443,66,150,3137,0,"['سابق', 'وزیر', 'اعظم', 'عمران', 'خان', 'پاکستان', 'غیر', 'اعلانیہ', 'مارشل', 'لاء', 'جنرل', 'اسیر', 'منیر', 'بوٹ', 'پروف', 'پی', 'حکام', '9', 'مئی', 'حامی', 'حامی', 'احتجاج', 'سلسلے', 'خان', 'پی', 'ٹی', '10', '000', 'حامیوں', 'گرفتار', 'کہنے', 'ضرورت']",سابق وزیر اعظم عمران خان پاکستان غیر اعلانیہ مارشل لاء جنرل اسیر منیر بوٹ پروف پی حکام 9 مئی حامی حامی احتجاج سلسلہ خان پی ٹی 10 000 حامی گرفتار کہہ ضرورت
65,نگران حکومت کا ایک اور کارنامہ زمیندار یا کاشتکار جو 5 ایکڑ سے زیادہ زمین کاشت کر کے 4 لاکھ سالانہ سے ذیادہ انکم حاصل کر رہا ہے اس کے لے ایگریکلچر ریٹرن جمع کروانا لازمی ہے۔ بصورت دیگر اسسٹنٹ کمشنر خود سے آپ کی انکم کا اندازہ لگا کر ٹیکس عائد کر دیں گے۔۔۔ https://t.co/kL9FTVje3x,768,0,13,0,0,7,1,"['نگران', 'حکومت', 'کارنامہ', 'زمیندار', 'کاشتکار', '5', 'ایکڑ', 'زیادہ', 'زمین', 'کاشت', '4', 'لاکھ', 'سالانہ', 'ذیادہ', 'انکم', 'حاصل', 'ایگریکلچر', 'ریٹرن', 'جمع', 'کروانا', 'لازمی', 'بصورت', 'دیگر', 'اسسٹنٹ', 'کمشنر', 'انکم', 'اندازہ', 'ٹیکس', 'عائد']",نگران حکومت کارنامہ زمیندار کاشتکار 5 ایکڑ زیادہ زمین کاشت 4 لاکھ سالانہ ذیادہ انکم حاصل ایگریکلچر ریٹرن جمع کروا لازمی بصورت دیگر اسسٹنٹ کمشنر انکم اندازہ ٹیکس عائد
